bruises,odor,gill-spacing,gill-size,gill-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,population,habitat,poisonous
t,n,c,b,e,s,s,w,w,e,w,c,w,e
f,f,c,b,p,k,k,n,p,l,h,v,d,p
f,c,w,n,g,s,s,w,w,p,k,v,d,p
f,f,c,b,h,k,k,p,p,l,h,y,g,p
f,f,c,b,g,k,k,b,p,l,h,y,p,p
f,f,c,b,p,k,k,n,b,l,h,y,g,p
t,n,c,b,p,s,s,p,p,p,n,y,d,e
f,f,c,b,g,k,k,b,n,l,h,v,d,p
f,f,c,b,p,k,k,b,p,l,h,y,g,p
f,f,c,b,h,k,k,n,p,l,h,v,g,p
f,f,c,b,p,k,k,b,p,l,h,y,g,p
t,n,c,b,n,s,s,p,w,p,n,v,d,e
f,f,c,b,h,k,k,b,b,l,h,y,p,p
f,f,c,b,h,k,k,p,b,l,h,v,p,p
f,f,c,b,h,k,k,p,n,l,h,v,p,p
f,f,c,b,h,k,k,p,n,l,h,y,d,p
f,f,c,b,h,k,k,n,p,l,h,y,d,p
f,f,c,b,h,k,k,p,p,l,h,v,g,p
f,f,c,b,h,k,k,b,p,l,h,v,g,p
f,f,c,b,p,k,k,b,n,l,h,y,g,p
f,f,c,b,g,k,k,n,n,l,h,y,p,p
f,f,c,b,g,k,k,n,n,l,h,y,g,p
t,n,c,b,u,s,s,w,w,p,n,y,d,e
t,f,c,b,h,f,s,w,w,p,h,s,g,p
f,f,c,n,b,s,k,p,w,e,w,v,p,p
t,f,c,b,p,s,f,w,w,p,h,v,g,p
f,f,c,b,g,k,k,b,n,l,h,y,g,p
f,f,c,b,g,k,k,p,p,l,h,v,g,p
f,f,c,b,p,k,k,b,p,l,h,v,d,p
t,n,c,b,e,s,s,w,e,e,w,c,w,e
f,f,c,b,p,k,k,n,n,l,h,v,p,p
f,f,c,b,h,k,k,n,n,l,h,v,g,p
f,f,c,b,g,k,k,b,b,l,h,y,d,p
f,f,c,b,p,k,k,p,b,l,h,y,d,p
f,f,c,b,p,k,k,n,b,l,h,y,g,p
t,n,c,b,e,s,s,e,e,e,w,c,w,e
f,f,c,b,p,k,k,p,n,l,h,v,g,p
f,n,c,n,w,k,y,w,n,e,w,v,d,p
f,f,c,b,g,k,k,b,p,l,h,v,d,p
f,f,c,b,h,k,k,n,b,l,h,v,p,p
f,s,c,n,b,s,k,w,p,e,w,v,p,p
f,f,c,b,h,k,k,p,p,l,h,v,d,p
f,f,c,b,g,k,k,b,b,l,h,y,p,p
t,f,c,b,w,f,f,w,w,p,h,v,g,p
f,f,c,b,g,k,k,b,n,l,h,v,d,p
f,f,c,b,h,k,k,p,n,l,h,y,g,p
f,f,c,b,h,k,k,n,p,l,h,y,g,p
t,n,c,b,w,s,s,e,e,e,w,c,w,e
f,f,c,b,g,k,k,n,p,l,h,v,d,p
f,n,c,n,w,k,y,w,n,e,w,v,d,p
f,f,c,b,p,k,k,n,n,l,h,v,d,p
t,f,c,b,p,f,f,w,w,p,h,s,u,p
f,f,c,b,h,k,k,p,p,l,h,v,d,p
f,f,c,b,p,k,k,p,b,l,h,v,g,p
t,n,c,b,e,s,s,w,w,e,w,c,w,e
f,f,c,b,p,k,k,b,p,l,h,v,p,p
f,f,c,b,g,k,k,p,n,l,h,v,p,p
f,n,w,n,w,f,s,w,n,e,w,v,l,e
f,c,c,n,p,s,s,w,w,p,n,v,d,p
f,f,c,b,g,k,k,b,n,l,h,y,g,p
f,f,c,b,g,k,k,n,b,l,h,v,p,p
f,f,c,b,g,k,k,b,n,l,h,y,d,p
f,f,c,b,p,k,k,n,b,l,h,v,p,p
t,n,c,b,g,s,s,w,w,p,r,v,g,p
t,f,c,b,h,f,f,w,w,p,h,v,g,p
t,n,c,b,n,s,s,w,p,p,n,y,d,e
t,n,c,b,g,s,s,w,w,p,r,v,m,p
t,n,c,b,w,s,s,e,e,e,w,c,w,e
t,f,c,b,p,f,f,w,w,p,h,v,g,p
t,n,c,b,w,s,s,w,w,e,w,c,w,e
f,f,c,b,h,k,k,n,b,l,h,y,p,p
t,f,c,b,h,f,s,w,w,p,h,v,u,p
f,f,c,b,h,k,k,n,n,l,h,v,d,p
f,f,c,b,h,k,k,b,n,l,h,v,d,p
f,f,c,b,p,k,k,n,b,l,h,v,d,p
f,f,c,b,g,k,k,n,p,l,h,y,p,p
f,f,c,b,h,k,k,p,b,l,h,v,d,p
f,f,c,b,h,k,k,p,n,l,h,y,d,p
f,f,c,b,g,k,k,b,n,l,h,y,p,p
f,f,c,b,g,k,k,b,b,l,h,y,p,p
f,f,c,b,p,k,k,n,n,l,h,v,p,p
t,n,c,b,w,s,s,e,w,e,w,c,w,e
t,n,c,b,e,s,s,e,w,e,w,c,w,e
t,n,c,b,w,s,s,e,w,e,w,c,w,e
f,f,c,b,g,k,k,b,b,l,h,v,d,p
t,n,c,b,u,s,s,p,p,p,n,v,d,e
f,f,c,b,p,k,k,n,n,l,h,y,p,p
f,f,c,b,h,k,k,p,p,l,h,y,g,p
t,f,c,b,p,f,f,w,w,p,h,v,g,p
f,f,c,b,p,k,k,p,p,l,h,v,p,p
f,f,c,b,h,k,k,p,b,l,h,y,d,p
f,f,c,b,p,k,k,n,p,l,h,v,g,p
f,f,c,n,b,k,k,w,w,e,w,v,l,p
f,f,c,b,h,k,k,b,n,l,h,v,p,p
t,n,c,b,e,s,s,w,w,e,w,c,w,e
t,n,c,b,p,s,s,g,p,p,k,v,d,e
f,f,c,b,g,k,k,p,b,l,h,y,g,p
f,f,c,b,h,k,k,p,p,l,h,v,p,p
f,f,c,b,p,k,k,n,n,l,h,y,d,p
t,n,c,b,n,s,s,p,w,p,n,v,d,e
f,f,c,b,h,k,k,p,b,l,h,v,p,p
f,f,c,b,p,k,k,b,b,l,h,y,p,p
f,f,c,b,p,k,k,p,n,l,h,v,p,p
f,f,c,b,g,k,k,n,b,l,h,y,d,p
f,f,c,b,h,k,k,b,b,l,h,v,d,p
t,n,c,b,w,s,s,w,w,p,r,v,m,p
f,f,c,b,p,k,k,p,p,l,h,y,p,p
f,f,c,n,b,k,s,p,w,e,w,v,d,p
f,f,c,b,g,k,k,p,p,l,h,y,g,p
f,f,c,b,g,k,k,n,n,l,h,v,g,p
f,f,c,b,g,k,k,n,n,l,h,y,p,p
t,n,c,b,e,s,s,e,e,e,w,c,w,e
t,f,c,b,h,s,s,w,w,p,h,s,g,p
f,f,c,b,h,k,k,n,p,l,h,y,g,p
f,f,c,b,h,k,k,b,b,l,h,v,p,p
f,f,c,b,p,k,k,n,p,l,h,v,g,p
t,f,c,b,w,f,s,w,w,p,h,s,u,p
f,c,c,n,g,s,s,w,w,p,k,v,d,p
f,f,c,b,g,k,k,n,n,l,h,y,p,p
f,f,c,b,p,k,k,b,p,l,h,y,g,p
f,f,c,b,h,k,k,n,n,l,h,y,p,p
f,n,c,n,p,s,f,w,w,f,h,y,d,e
f,n,c,n,h,s,f,w,w,f,h,v,d,e
f,f,c,b,h,k,k,n,b,l,h,v,d,p
f,f,c,b,h,k,k,b,n,l,h,y,p,p
f,f,c,b,p,k,k,n,p,l,h,y,g,p
f,y,c,n,b,k,k,p,w,e,w,v,p,p
f,y,c,n,b,k,k,p,w,e,w,v,l,p
f,f,c,b,h,k,k,b,b,l,h,y,d,p
f,f,c,b,g,k,k,n,b,l,h,v,g,p
f,f,c,b,h,k,k,b,n,l,h,y,d,p
f,f,c,b,g,k,k,n,b,l,h,y,g,p
f,f,c,b,g,k,k,p,p,l,h,v,d,p
f,f,c,b,h,k,k,n,b,l,h,y,p,p
t,n,c,b,w,s,s,w,e,e,w,c,w,e
f,f,c,b,h,k,k,b,n,l,h,y,p,p
f,f,c,b,h,k,k,p,p,l,h,y,p,p
t,f,c,b,p,f,s,w,w,p,h,s,g,p
f,f,c,b,p,k,k,b,p,l,h,v,g,p
f,f,c,b,h,k,k,n,n,l,h,y,d,p
f,f,c,b,p,k,k,n,b,l,h,y,p,p
t,f,c,b,h,f,f,w,w,p,h,v,u,p
f,f,c,b,p,k,k,p,p,l,h,y,g,p
f,f,c,b,h,k,k,p,n,l,h,v,g,p
f,c,c,n,n,s,s,w,w,p,k,v,d,p
f,f,c,b,p,k,k,b,b,l,h,y,p,p
t,n,c,b,u,s,s,p,w,p,n,y,d,e
f,f,c,b,g,k,k,p,p,l,h,y,g,p
f,f,c,b,p,k,k,n,p,l,h,y,p,p
t,n,c,b,e,s,s,w,w,e,w,c,w,e
f,f,c,b,h,k,k,b,p,l,h,v,g,p
f,f,c,b,g,k,k,p,p,l,h,v,d,p
f,f,c,b,g,k,k,b,b,l,h,y,g,p
f,n,w,n,w,s,f,w,n,e,w,v,l,e
t,n,c,b,e,s,s,e,e,e,w,c,w,e
f,f,c,b,g,k,k,p,n,l,h,v,p,p
f,f,c,b,g,k,k,p,b,l,h,v,g,p
t,f,c,b,h,f,f,w,w,p,h,v,g,p
f,f,c,b,g,k,k,p,b,l,h,y,g,p
f,f,c,b,p,k,k,b,n,l,h,v,p,p
f,f,c,b,p,k,k,n,b,l,h,v,g,p
f,s,c,n,b,s,k,w,w,e,w,v,p,p
t,n,c,b,w,s,s,e,w,e,w,c,w,e
f,f,c,b,g,k,k,b,p,l,h,y,d,p
f,f,c,b,g,k,k,b,p,l,h,v,p,p
f,f,c,b,h,k,k,b,b,l,h,y,p,p
f,f,c,b,g,k,k,b,n,l,h,v,d,p
f,f,c,b,h,k,k,n,n,l,h,v,g,p
t,n,c,b,w,s,s,e,e,e,w,c,w,e
f,n,c,n,w,k,y,w,n,e,w,v,d,p
f,f,c,b,g,k,k,n,n,l,h,y,d,p
f,f,c,b,h,k,k,n,p,l,h,y,d,p
f,f,c,b,h,k,k,n,b,l,h,v,p,p
t,f,c,b,w,f,f,w,w,p,h,v,u,p
t,n,c,b,w,s,s,w,w,e,w,c,w,e
t,f,c,b,w,f,f,w,w,p,h,s,u,p
f,f,c,b,g,k,k,b,n,l,h,y,p,p
f,f,c,b,g,k,k,b,b,l,h,v,p,p
f,f,c,b,h,k,k,n,n,l,h,v,p,p
f,f,c,b,g,k,k,n,b,l,h,y,g,p
f,f,c,b,p,k,k,n,n,l,h,v,d,p
t,f,c,b,h,s,s,w,w,p,h,v,u,p
f,f,c,b,g,k,k,p,p,l,h,y,p,p
f,f,c,b,h,k,k,p,n,l,h,y,d,p
f,f,c,b,p,k,k,b,b,l,h,y,g,p
f,f,c,b,h,k,k,p,p,l,h,y,d,p
t,f,c,b,p,s,f,w,w,p,h,s,u,p
t,n,c,b,w,s,s,w,e,e,w,c,w,e
t,n,c,b,w,s,s,e,e,e,w,c,w,e
t,n,c,b,e,s,s,w,w,e,w,c,w,e
t,n,c,b,g,s,s,w,w,p,r,v,g,p
f,f,c,b,p,k,k,p,p,l,h,v,p,p
f,f,c,b,h,k,k,b,b,l,h,v,p,p
f,f,c,b,g,k,k,b,p,l,h,v,g,p
f,f,c,b,p,k,k,p,p,l,h,y,d,p
f,f,c,b,p,k,k,b,n,l,h,y,p,p
f,f,c,b,p,k,k,n,b,l,h,v,d,p
f,f,c,b,h,k,k,b,p,l,h,y,d,p
f,f,c,b,h,k,k,b,b,l,h,v,d,p
f,f,c,b,p,k,k,b,b,l,h,v,g,p
f,f,c,b,p,k,k,p,n,l,h,y,g,p
f,f,c,b,p,k,k,p,b,l,h,v,d,p
f,f,c,b,h,k,k,b,n,l,h,y,p,p
f,f,c,b,g,k,k,p,n,l,h,v,g,p
f,f,c,b,g,k,k,b,p,l,h,y,d,p
f,f,c,b,g,k,k,n,p,l,h,v,p,p
f,f,c,b,g,k,k,n,n,l,h,y,p,p
f,n,c,n,w,s,f,w,w,f,h,y,d,e
f,f,c,b,g,k,k,b,b,l,h,v,g,p
f,y,c,n,b,s,s,w,p,e,w,v,l,p
f,f,c,b,p,k,k,p,n,l,h,v,g,p
f,f,c,b,p,k,k,n,n,l,h,y,p,p
f,f,c,b,h,k,k,n,n,l,h,v,g,p
f,f,c,b,g,k,k,b,b,l,h,v,d,p
f,f,c,b,p,k,k,n,p,l,h,y,d,p
f,f,c,b,h,k,k,n,p,l,h,v,p,p
t,n,c,b,e,s,s,w,w,e,w,c,w,e
f,f,c,b,h,k,k,p,p,l,h,y,p,p
f,f,c,b,h,k,k,n,p,l,h,v,d,p
t,n,c,b,w,s,s,w,e,e,w,c,w,e
f,f,c,b,g,k,k,b,n,l,h,y,p,p
f,f,c,b,g,k,k,p,b,l,h,v,d,p
f,f,c,n,b,k,k,p,p,e,w,v,p,p
f,f,c,b,g,k,k,n,n,l,h,v,d,p
f,n,c,n,w,k,y,w,n,e,w,v,d,p
t,n,c,b,w,s,s,w,w,p,r,v,g,p
f,f,c,b,p,k,k,n,b,l,h,v,d,p
f,f,c,b,h,k,k,n,b,l,h,y,d,p
f,n,c,n,u,s,f,w,w,f,h,y,d,e
f,f,c,b,g,k,k,n,n,l,h,v,g,p
f,f,c,b,g,k,k,b,p,l,h,y,g,p
f,f,c,b,h,k,k,n,p,l,h,y,g,p
f,f,c,b,h,k,k,b,p,l,h,y,d,p
t,n,c,b,w,s,s,e,w,e,w,c,w,e
f,f,c,b,g,k,k,p,p,l,h,v,g,p
f,f,c,b,g,k,k,b,n,l,h,v,g,p
f,f,c,b,p,k,k,b,b,l,h,v,p,p
f,f,c,b,g,k,k,b,n,l,h,v,p,p
t,n,c,b,w,s,s,w,e,e,w,c,w,e
f,f,c,b,p,k,k,p,b,l,h,y,d,p
f,f,c,b,p,k,k,b,b,l,h,v,p,p
f,f,c,b,h,k,k,n,n,l,h,v,d,p
f,f,c,b,p,k,k,n,p,l,h,v,p,p
t,f,c,b,h,s,f,w,w,p,h,v,u,p
f,c,c,n,p,s,s,w,w,p,n,v,d,p
f,f,c,b,g,k,k,p,b,l,h,y,d,p
f,n,c,n,p,s,f,w,w,f,h,v,d,e
f,f,c,b,g,k,k,p,p,l,h,y,d,p
f,f,c,b,g,k,k,n,p,l,h,y,d,p
f,f,c,b,g,k,k,n,p,l,h,v,g,p
f,f,c,b,h,k,k,n,b,l,h,v,p,p
t,f,c,b,p,f,s,w,w,p,h,s,u,p
f,f,c,b,g,k,k,p,n,l,h,y,d,p
f,f,c,b,h,k,k,p,n,l,h,y,p,p
f,f,c,b,g,k,k,b,n,l,h,y,d,p
f,f,c,b,p,k,k,p,b,l,h,v,d,p
f,f,c,b,g,k,k,n,b,l,h,v,g,p
f,f,c,b,h,k,k,n,b,l,h,y,d,p
f,f,c,b,p,k,k,p,p,l,h,y,g,p
f,f,c,b,g,k,k,p,n,l,h,y,p,p
f,f,c,b,h,k,k,n,n,l,h,v,g,p
f,f,c,b,p,k,k,b,n,l,h,y,d,p
f,f,c,b,h,k,k,b,p,l,h,y,p,p
f,f,c,b,g,k,k,p,p,l,h,v,p,p
f,s,c,n,b,k,k,w,w,e,w,v,l,p
f,f,c,b,h,k,k,p,b,l,h,y,p,p
f,f,c,b,g,k,k,b,p,l,h,v,p,p
t,f,c,b,w,f,s,w,w,p,h,v,g,p
f,f,c,b,h,k,k,n,p,l,h,v,d,p
f,f,c,b,h,k,k,b,p,l,h,y,p,p
f,f,c,b,h,k,k,n,n,l,h,y,p,p
f,f,c,b,p,k,k,b,n,l,h,v,d,p
f,f,c,b,g,k,k,n,p,l,h,y,d,p
f,f,c,b,p,k,k,b,b,l,h,v,d,p
f,y,c,n,b,k,k,w,w,e,w,v,l,p
t,n,c,b,e,s,s,e,w,e,w,c,w,e
t,n,c,b,w,s,s,e,w,e,w,c,w,e
f,f,c,b,p,k,k,p,p,l,h,y,d,p
f,f,c,b,g,k,k,b,p,l,h,y,p,p
f,f,c,b,h,k,k,n,b,l,h,y,g,p
f,f,c,b,g,k,k,b,p,l,h,y,g,p
t,f,c,b,w,s,f,w,w,p,h,s,u,p
f,f,c,b,h,k,k,b,p,l,h,v,p,p
t,f,c,b,p,f,f,w,w,p,h,s,u,p
f,f,c,b,p,k,k,b,n,l,h,v,p,p
f,f,c,b,p,k,k,b,p,l,h,y,p,p
t,f,c,b,p,s,f,w,w,p,h,s,u,p
t,f,c,b,p,f,f,w,w,p,h,s,g,p
t,f,c,b,h,f,s,w,w,p,h,s,u,p
f,f,c,b,p,k,k,n,b,l,h,y,d,p
f,f,c,b,g,k,k,p,b,l,h,y,p,p
f,f,c,b,h,k,k,b,n,l,h,v,g,p
f,f,c,b,h,k,k,n,b,l,h,v,p,p
f,n,c,n,u,s,f,w,w,f,h,y,d,e
t,n,c,b,e,s,s,w,w,e,w,c,w,e
f,f,c,b,p,k,k,p,p,l,h,v,g,p
f,f,c,b,h,k,k,n,b,l,h,v,g,p
f,y,c,n,b,k,s,p,w,e,w,v,l,p
f,f,c,b,h,k,k,p,b,l,h,v,p,p
f,f,c,b,h,k,k,n,p,l,h,y,p,p
f,f,c,b,h,k,k,b,n,l,h,v,p,p
f,f,c,b,h,k,k,b,p,l,h,y,d,p
t,n,c,b,n,s,s,g,w,p,n,y,d,e
f,f,c,b,p,k,k,n,b,l,h,y,g,p
f,f,c,b,g,k,k,n,b,l,h,v,d,p
f,f,c,b,g,k,k,b,p,l,h,v,p,p
f,f,c,b,h,k,k,p,p,l,h,y,g,p
f,f,c,b,g,k,k,p,b,l,h,y,p,p
f,n,c,n,w,k,y,w,n,e,w,v,d,p
f,f,c,b,h,k,k,n,b,l,h,y,g,p
f,n,w,n,w,f,s,w,n,e,w,v,l,e
f,f,c,b,h,k,k,n,n,l,h,v,p,p
f,f,c,b,h,k,k,n,p,l,h,y,p,p
f,f,c,b,g,k,k,b,b,l,h,v,d,p
f,f,c,b,p,k,k,p,b,l,h,v,p,p
f,f,c,b,h,k,k,p,p,l,h,v,g,p
f,f,c,b,h,k,k,p,n,l,h,v,d,p
f,f,c,b,p,k,k,n,n,l,h,y,d,p
f,f,c,b,p,k,k,n,n,l,h,v,p,p
f,f,c,b,g,k,k,n,b,l,h,y,d,p
t,n,c,b,w,s,s,w,w,p,r,v,g,p
t,n,c,b,e,s,s,w,w,e,w,c,w,e
f,f,c,b,g,k,k,b,b,l,h,v,p,p
f,f,c,b,p,k,k,p,p,l,h,v,g,p
t,n,c,b,e,s,s,w,e,e,w,c,w,e
f,f,c,b,p,k,k,n,n,l,h,y,d,p
t,f,c,b,p,s,s,w,w,p,h,s,u,p
f,s,c,n,b,k,k,w,w,e,w,v,p,p
f,y,c,n,b,s,k,w,w,e,w,v,d,p
f,y,c,n,b,k,k,w,w,e,w,v,p,p
t,n,w,n,w,s,s,w,w,p,w,c,l,p
t,f,c,b,p,f,s,w,w,p,h,v,u,p
f,n,w,n,w,f,s,w,n,e,w,v,l,e
f,f,c,b,p,k,k,p,b,l,h,y,g,p
f,f,c,b,g,k,k,b,p,l,h,v,d,p
f,f,c,b,p,k,k,b,p,l,h,y,p,p
t,n,c,b,w,s,s,w,e,e,w,c,w,e
t,f,c,b,w,f,s,w,w,p,h,v,g,p
t,f,c,b,h,s,f,w,w,p,h,s,g,p
f,y,c,n,b,k,s,p,p,e,w,v,p,p
f,n,w,n,w,s,f,w,n,e,w,v,l,e
t,f,c,b,w,s,f,w,w,p,h,s,u,p
t,f,c,b,h,s,f,w,w,p,h,v,g,p
t,f,c,b,w,s,f,w,w,p,h,v,u,p
t,f,c,b,p,s,s,w,w,p,h,v,g,p
f,n,w,n,w,f,s,w,n,e,w,v,l,e
f,f,c,b,g,k,k,n,n,l,h,v,d,p
t,f,c,b,h,f,f,w,w,p,h,v,g,p
t,f,c,b,w,s,s,w,w,p,h,s,u,p
t,n,w,n,w,s,s,w,w,p,w,c,l,p
t,f,c,b,p,s,f,w,w,p,h,s,u,p
t,n,w,n,w,s,s,w,w,p,w,c,l,p
t,f,c,b,p,s,s,w,w,p,h,v,g,p
t,f,c,b,h,f,f,w,w,p,h,s,u,p
f,n,c,n,w,k,y,w,y,e,w,v,d,p
f,s,c,n,b,s,s,w,p,e,w,v,d,p
f,y,c,n,b,k,s,p,p,e,w,v,d,p
t,n,c,b,w,s,s,e,w,e,w,c,w,e
t,n,c,b,w,s,s,e,e,e,w,c,w,e
t,f,c,b,w,s,s,w,w,p,h,v,g,p
t,n,c,b,w,s,s,w,w,p,r,v,m,p
f,f,c,b,p,k,k,b,b,l,h,y,p,p
f,f,c,b,p,k,k,p,n,l,h,y,g,p
t,n,c,b,r,s,s,w,w,p,r,v,g,p
f,f,c,n,b,k,s,p,p,e,w,v,p,p
f,y,c,n,b,k,k,p,p,e,w,v,p,p
f,f,c,b,p,k,k,b,b,l,h,y,d,p
t,n,c,b,e,s,s,e,w,e,w,c,w,e
f,f,c,n,b,k,k,p,p,e,w,v,l,p
f,f,c,b,g,k,k,p,b,l,h,y,g,p
f,y,c,n,b,k,s,w,w,e,w,v,d,p
f,n,w,n,w,s,f,w,n,e,w,v,l,e
f,f,c,n,b,s,k,w,p,e,w,v,p,p
t,n,c,b,e,s,s,e,e,e,w,c,w,e
t,n,c,b,w,s,s,w,e,e,w,c,w,e
f,f,c,b,g,k,k,p,b,l,h,y,p,p
t,n,c,b,r,s,s,w,w,p,r,v,m,p
f,n,c,n,w,k,y,w,y,e,w,v,d,p
f,y,c,n,b,s,k,w,w,e,w,v,l,p
t,f,c,b,w,s,s,w,w,p,h,s,g,p
t,f,c,b,h,f,s,w,w,p,h,v,g,p
f,f,c,b,h,k,k,p,n,l,h,y,p,p
t,f,c,b,w,s,f,w,w,p,h,v,g,p
f,f,c,n,b,s,k,w,w,e,w,v,l,p
t,f,c,b,p,f,s,w,w,p,h,v,g,p
f,n,c,n,w,k,y,w,y,e,w,v,d,p
t,n,c,b,w,s,s,w,w,e,w,c,w,e
t,f,c,b,w,f,f,w,w,p,h,s,g,p
t,f,c,b,p,f,s,w,w,p,h,s,g,p
t,n,c,b,w,s,s,e,e,e,w,c,w,e
f,f,c,b,p,k,k,n,p,l,h,y,p,p
f,n,c,n,w,k,y,w,n,e,w,v,d,p
t,n,c,b,e,s,s,e,w,e,w,c,w,e
f,f,c,b,p,k,k,p,p,l,h,y,g,p
t,f,c,b,h,f,s,w,w,p,h,v,g,p
t,f,c,b,h,f,s,w,w,p,h,s,g,p
f,f,c,b,h,k,k,b,p,l,h,v,g,p
f,f,c,b,h,k,k,p,b,l,h,v,d,p
t,n,c,b,w,s,s,w,w,e,w,c,w,e
t,n,c,b,e,s,s,e,e,e,w,c,w,e
t,n,c,b,r,s,s,w,w,p,r,v,g,p
f,n,w,n,w,f,f,w,n,e,w,v,l,e
t,n,c,b,w,s,s,e,w,e,w,c,w,e
t,f,c,b,h,f,s,w,w,p,h,v,u,p
t,f,c,b,w,f,s,w,w,p,h,v,g,p
f,f,c,b,g,k,k,b,p,l,h,y,d,p
t,f,c,b,w,f,s,w,w,p,h,v,u,p
t,f,c,b,p,s,s,w,w,p,h,s,g,p
f,n,w,n,w,s,f,w,n,e,w,v,l,e
f,y,c,n,b,k,s,w,w,e,w,v,d,p
f,f,c,b,h,k,k,n,p,l,h,y,d,p
f,n,c,n,h,s,f,w,w,f,h,v,d,e
f,f,c,b,p,k,k,b,p,l,h,v,p,p
t,n,c,b,w,s,s,w,w,p,r,v,g,p
t,f,c,b,h,f,s,w,w,p,h,v,u,p
f,s,c,n,b,s,s,w,w,e,w,v,d,p
t,n,c,b,w,s,s,e,w,e,w,c,w,e
f,f,c,n,b,k,k,w,p,e,w,v,l,p
f,f,c,b,g,k,k,n,b,l,h,v,p,p
t,f,c,b,h,f,f,w,w,p,h,s,u,p
t,n,c,b,e,s,s,w,e,e,w,c,w,e
f,f,c,b,h,k,k,p,b,l,h,v,p,p
f,f,c,b,g,k,k,n,n,l,h,v,g,p
f,f,c,b,g,k,k,n,p,l,h,y,d,p
t,f,c,b,p,s,f,w,w,p,h,s,g,p
f,f,c,n,b,s,s,w,w,e,w,v,p,p
f,f,c,b,p,k,k,p,p,l,h,v,d,p
f,f,c,b,h,k,k,n,n,l,h,v,d,p
f,n,c,n,w,k,y,w,n,e,w,v,d,p
t,n,c,b,w,s,s,w,w,e,w,c,w,e
f,f,c,b,h,k,k,p,n,l,h,v,g,p
f,y,c,n,b,k,s,p,w,e,w,v,l,p
t,f,c,b,h,f,f,w,w,p,h,s,u,p
t,n,c,b,e,s,s,w,e,e,w,c,w,e
f,f,c,b,g,k,k,p,p,l,h,v,p,p
f,y,c,n,b,s,s,p,p,e,w,v,d,p
t,f,c,b,p,s,s,w,w,p,h,v,u,p
t,f,c,b,h,f,s,w,w,p,h,v,g,p
t,n,c,b,w,s,s,w,w,p,r,v,m,p
t,n,c,b,w,s,s,e,w,e,w,c,w,e
t,f,c,b,w,s,s,w,w,p,h,v,u,p
f,y,c,n,b,s,s,w,p,e,w,v,d,p
t,n,c,b,w,s,s,e,w,e,w,c,w,e
f,f,c,b,g,k,k,n,p,l,h,y,d,p
t,n,c,b,w,s,s,e,e,e,w,c,w,e
t,f,c,b,p,f,f,w,w,p,h,s,u,p
t,n,c,b,e,s,s,w,e,e,w,c,w,e
f,n,c,n,w,k,y,w,n,e,w,v,d,p
t,f,c,b,h,f,f,w,w,p,h,v,g,p
f,f,c,n,b,k,s,p,w,e,w,v,p,p
f,f,c,n,b,k,k,w,w,e,w,v,d,p
t,f,c,b,w,s,s,w,w,p,h,s,u,p
f,f,c,n,b,s,s,w,p,e,w,v,l,p
t,n,c,b,w,s,s,w,e,e,w,c,w,e
f,n,w,n,w,f,f,w,n,e,w,v,l,e
f,f,c,b,h,k,k,b,n,l,h,v,g,p
t,n,c,b,w,s,s,e,w,e,w,c,w,e
f,f,c,b,p,k,k,b,p,l,h,y,p,p
f,f,c,b,p,k,k,n,b,l,h,v,d,p
t,f,c,b,w,s,f,w,w,p,h,v,u,p
t,n,w,n,w,s,s,w,w,p,w,c,l,p
f,n,w,n,w,f,f,w,n,e,w,v,l,e
f,n,c,n,w,k,y,w,y,e,w,v,d,p
t,f,c,b,w,f,f,w,w,p,h,s,g,p
f,n,c,n,w,k,y,w,y,e,w,v,d,p
f,f,c,b,g,k,k,p,p,l,h,v,d,p
t,n,c,b,e,s,s,w,e,e,w,c,w,e
f,f,c,b,p,k,k,p,p,l,h,v,p,p
f,y,c,n,b,s,s,w,w,e,w,v,p,p
f,f,c,b,h,k,k,p,b,l,h,y,d,p
f,f,c,b,p,k,k,p,p,l,h,v,p,p
t,n,c,b,w,s,s,w,w,p,r,v,g,p
f,f,c,b,g,k,k,p,b,l,h,y,g,p
t,f,c,b,p,s,f,w,w,p,h,v,g,p
t,f,c,b,w,s,s,w,w,p,h,v,g,p
t,n,c,b,w,s,s,w,e,e,w,c,w,e
f,f,c,b,g,k,k,b,n,l,h,v,p,p
t,f,c,b,p,f,f,w,w,p,h,s,g,p
t,n,c,b,w,s,s,w,w,p,r,v,m,p
t,f,c,b,w,s,f,w,w,p,h,v,g,p
t,n,c,b,w,s,s,w,e,e,w,c,w,e
t,f,c,b,w,f,s,w,w,p,h,s,u,p
f,n,c,n,w,k,y,w,y,e,w,v,d,p
t,f,c,b,p,s,s,w,w,p,h,v,g,p
f,f,c,b,g,k,k,p,n,l,h,y,d,p
f,n,c,n,w,k,y,w,y,e,w,v,d,p
t,f,c,b,p,s,f,w,w,p,h,s,u,p
t,n,c,b,w,s,s,w,w,e,w,c,w,e
f,f,c,n,b,s,s,p,p,e,w,v,d,p
f,y,c,n,b,s,s,w,w,e,w,v,d,p
f,y,c,n,b,s,s,w,w,e,w,v,l,p
t,f,c,b,h,f,s,w,w,p,h,v,u,p
t,n,c,b,e,s,s,e,e,e,w,c,w,e
f,f,c,b,p,k,k,n,p,l,h,y,g,p
t,n,c,b,e,s,s,w,e,e,w,c,w,e
t,f,c,b,w,f,s,w,w,p,h,s,u,p
